beta_ising,temperature_inverse_beta,beta_dir,dataset_label,edge_alignment,domain_wall_fraction,n_edges,source_dataset_path
0.09,11.111111,beta_0p09,dataset_002,0.1271070615,0.4364464692,2195,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_002
0.09,11.111111,beta_0p09,dataset_003,0.1983240223,0.4008379888,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_003
0.09,11.111111,beta_0p09,dataset_004,0.1525266574,0.4237366713,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_004
0.09,11.111111,beta_0p09,dataset_005,0.1928209848,0.4035895076,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_005
0.09,11.111111,beta_0p09,dataset_006,0.1263206247,0.4368396876,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_006
0.09,11.111111,beta_0p09,dataset_007,0.1930307199,0.4034846401,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_007
0.09,11.111111,beta_0p09,dataset_008,0.1638051044,0.4180974478,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_008
0.09,11.111111,beta_0p09,dataset_009,0.2202580029,0.3898709986,2093,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_009
0.09,11.111111,beta_0p09,dataset_010,0.1806569343,0.4096715328,2192,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_010
0.09,11.111111,beta_0p09,dataset_011,0.1671335201,0.4164332400,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_011
0.09,11.111111,beta_0p09,dataset_012,0.1336448598,0.4331775701,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_012
0.09,11.111111,beta_0p09,dataset_013,0.1781582601,0.4109208700,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_013
0.09,11.111111,beta_0p09,dataset_014,0.2025961984,0.3987019008,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_014
0.09,11.111111,beta_0p09,dataset_015,0.2046082949,0.3976958525,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_015
0.09,11.111111,beta_0p09,dataset_016,0.1322992701,0.4338503650,2192,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_016
0.09,11.111111,beta_0p09,dataset_017,0.1609935603,0.4195032199,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_017
0.09,11.111111,beta_0p09,dataset_018,0.1091417910,0.4454291045,2144,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_018
0.09,11.111111,beta_0p09,dataset_019,0.1888888889,0.4055555556,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_019
0.09,11.111111,beta_0p09,dataset_020,0.1613198900,0.4193400550,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_020
0.09,11.111111,beta_0p09,dataset_021,0.1075771749,0.4462114125,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_021
0.09,11.111111,beta_0p09,dataset_022,0.1526217228,0.4236891386,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_022
0.09,11.111111,beta_0p09,dataset_023,0.1433857539,0.4283071230,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_023
0.09,11.111111,beta_0p09,dataset_024,0.1515994437,0.4242002782,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_024
0.09,11.111111,beta_0p09,dataset_025,0.1666666667,0.4166666667,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_025
0.09,11.111111,beta_0p09,dataset_026,0.1711378353,0.4144310823,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_026
0.09,11.111111,beta_0p09,dataset_027,0.1631336406,0.4184331797,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_027
0.09,11.111111,beta_0p09,dataset_028,0.1399157698,0.4300421151,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_028
0.09,11.111111,beta_0p09,dataset_029,0.0899908173,0.4550045914,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_029
0.09,11.111111,beta_0p09,dataset_030,0.1968864469,0.4015567766,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_030
0.09,11.111111,beta_0p09,dataset_031,0.0870159453,0.4564920273,2195,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_031
0.09,11.111111,beta_0p09,dataset_032,0.1253456221,0.4373271889,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_032
0.09,11.111111,beta_0p09,dataset_033,0.1791801013,0.4104099493,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_033
0.09,11.111111,beta_0p09,dataset_034,0.1671335201,0.4164332400,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_034
0.09,11.111111,beta_0p09,dataset_035,0.1672760512,0.4163619744,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_035
0.09,11.111111,beta_0p09,dataset_036,0.1418047882,0.4290976059,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_036
0.09,11.111111,beta_0p09,dataset_037,0.1233005157,0.4383497421,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_037
0.09,11.111111,beta_0p09,dataset_038,0.1627684964,0.4186157518,2095,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_038
0.09,11.111111,beta_0p09,dataset_039,0.1826879271,0.4086560364,2195,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_039
0.09,11.111111,beta_0p09,dataset_040,0.2234636872,0.3882681564,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_040
0.09,11.111111,beta_0p09,dataset_041,0.1196217494,0.4401891253,2115,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_041
0.09,11.111111,beta_0p09,dataset_042,0.1655266758,0.4172366621,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_042
0.09,11.111111,beta_0p09,dataset_043,0.1444496052,0.4277751974,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_043
0.09,11.111111,beta_0p09,dataset_044,0.2166588676,0.3916705662,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_044
0.09,11.111111,beta_0p09,dataset_045,0.1332082552,0.4333958724,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_045
0.09,11.111111,beta_0p09,dataset_046,0.1894882434,0.4052558783,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_046
0.09,11.111111,beta_0p09,dataset_047,0.2546125461,0.3726937269,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_047
0.09,11.111111,beta_0p09,dataset_048,0.2165427509,0.3917286245,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_048
0.09,11.111111,beta_0p09,dataset_049,0.0841628959,0.4579185520,2210,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_049
0.09,11.111111,beta_0p09,dataset_050,0.1732101617,0.4133949192,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_050
0.09,11.111111,beta_0p09,dataset_051,0.1752860412,0.4123569794,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_051
0.09,11.111111,beta_0p09,dataset_052,0.1440598690,0.4279700655,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_052
0.09,11.111111,beta_0p09,dataset_053,0.1471415183,0.4264292409,2134,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_053
0.09,11.111111,beta_0p09,dataset_054,0.1294439380,0.4352780310,2194,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_054
0.09,11.111111,beta_0p09,dataset_055,0.1284403670,0.4357798165,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_055
0.09,11.111111,beta_0p09,dataset_056,0.0920930233,0.4539534884,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_056
0.09,11.111111,beta_0p09,dataset_057,0.1058495822,0.4470752089,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_057
0.09,11.111111,beta_0p09,dataset_058,0.1760402378,0.4119798811,2187,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_058
0.09,11.111111,beta_0p09,dataset_059,0.1086453999,0.4456773000,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_059
0.09,11.111111,beta_0p09,dataset_060,0.1931562359,0.4034218820,2221,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_060
0.09,11.111111,beta_0p09,dataset_061,0.1884456671,0.4057771664,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_061
0.09,11.111111,beta_0p09,dataset_062,0.1119266055,0.4440366972,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_062
0.09,11.111111,beta_0p09,dataset_063,0.1119266055,0.4440366972,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_063
0.09,11.111111,beta_0p09,dataset_064,0.1159554731,0.4420222635,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_064
0.09,11.111111,beta_0p09,dataset_065,0.1118421053,0.4440789474,2128,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_065
0.09,11.111111,beta_0p09,dataset_066,0.1527001862,0.4236499069,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_066
0.09,11.111111,beta_0p09,dataset_067,0.1436413541,0.4281793230,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_067
0.09,11.111111,beta_0p09,dataset_068,0.1527777778,0.4236111111,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_068
0.09,11.111111,beta_0p09,dataset_069,0.1515994437,0.4242002782,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_069
0.09,11.111111,beta_0p09,dataset_070,0.1271070615,0.4364464692,2195,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_070
0.09,11.111111,beta_0p09,dataset_071,0.1022099448,0.4488950276,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_071
0.09,11.111111,beta_0p09,dataset_072,0.2033195021,0.3983402490,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_072
0.09,11.111111,beta_0p09,dataset_073,0.1652093879,0.4173953060,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_073
0.09,11.111111,beta_0p09,dataset_074,0.1658103690,0.4170948155,2141,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_074
0.09,11.111111,beta_0p09,dataset_075,0.1469237833,0.4265381084,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_075
0.09,11.111111,beta_0p09,dataset_076,0.1554947560,0.4222526220,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_076
0.09,11.111111,beta_0p09,dataset_077,0.1220196353,0.4389901823,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_077
0.09,11.111111,beta_0p09,dataset_078,0.2130232558,0.3934883721,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_078
0.09,11.111111,beta_0p09,dataset_079,0.1298278269,0.4350860866,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_079
0.09,11.111111,beta_0p09,dataset_080,0.1313598520,0.4343200740,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_080
0.09,11.111111,beta_0p09,dataset_081,0.1998128217,0.4000935891,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_081
0.09,11.111111,beta_0p09,dataset_082,0.1945488722,0.4027255639,2128,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_082
0.09,11.111111,beta_0p09,dataset_083,0.1444393170,0.4277803415,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_083
0.09,11.111111,beta_0p09,dataset_084,0.1643709826,0.4178145087,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_084
0.09,11.111111,beta_0p09,dataset_085,0.1047531149,0.4476234425,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_085
0.09,11.111111,beta_0p09,dataset_086,0.1749773345,0.4125113327,2206,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_086
0.09,11.111111,beta_0p09,dataset_087,0.1297569922,0.4351215039,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_087
0.09,11.111111,beta_0p09,dataset_088,0.1659028414,0.4170485793,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_088
0.09,11.111111,beta_0p09,dataset_089,0.2119236143,0.3940381928,2147,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p09/dataset_089
0.11,9.090909,beta_0p11,dataset_000,0.2520018841,0.3739990579,2123,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_000
0.11,9.090909,beta_0p11,dataset_001,0.1112123974,0.4443938013,2194,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_001
0.11,9.090909,beta_0p11,dataset_002,0.2178308824,0.3910845588,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_002
0.11,9.090909,beta_0p11,dataset_003,0.2809917355,0.3595041322,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_003
0.11,9.090909,beta_0p11,dataset_004,0.2723915051,0.3638042475,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_004
0.11,9.090909,beta_0p11,dataset_005,0.2672533580,0.3663733210,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_005
0.11,9.090909,beta_0p11,dataset_006,0.2274837512,0.3862581244,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_006
0.11,9.090909,beta_0p11,dataset_007,0.2257765415,0.3871117293,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_007
0.11,9.090909,beta_0p11,dataset_008,0.2043996334,0.3978001833,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_008
0.11,9.090909,beta_0p11,dataset_009,0.2016612829,0.3991693586,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_009
0.11,9.090909,beta_0p11,dataset_010,0.2111772790,0.3944113605,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_010
0.11,9.090909,beta_0p11,dataset_011,0.2607688745,0.3696155628,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_011
0.11,9.090909,beta_0p11,dataset_012,0.2262773723,0.3868613139,2192,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_012
0.11,9.090909,beta_0p11,dataset_013,0.2550644567,0.3724677716,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_013
0.11,9.090909,beta_0p11,dataset_014,0.2189512420,0.3905243790,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_014
0.11,9.090909,beta_0p11,dataset_015,0.2093023256,0.3953488372,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_015
0.11,9.090909,beta_0p11,dataset_016,0.1713887599,0.4143056201,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_016
0.11,9.090909,beta_0p11,dataset_017,0.1710090005,0.4144954998,2111,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_017
0.11,9.090909,beta_0p11,dataset_018,0.2122905028,0.3938547486,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_018
0.11,9.090909,beta_0p11,dataset_019,0.1809090909,0.4095454545,2200,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_019
0.11,9.090909,beta_0p11,dataset_020,0.1764705882,0.4117647059,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_020
0.11,9.090909,beta_0p11,dataset_021,0.2067510549,0.3966244726,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_021
0.11,9.090909,beta_0p11,dataset_022,0.2023755139,0.3988122430,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_022
0.11,9.090909,beta_0p11,dataset_023,0.1970601746,0.4014699127,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_023
0.11,9.090909,beta_0p11,dataset_024,0.2512868507,0.3743565746,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_024
0.11,9.090909,beta_0p11,dataset_025,0.2712253327,0.3643873336,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_025
0.11,9.090909,beta_0p11,dataset_026,0.1906103286,0.4046948357,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_026
0.11,9.090909,beta_0p11,dataset_027,0.1646734131,0.4176632935,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_027
0.11,9.090909,beta_0p11,dataset_028,0.1309141020,0.4345429490,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_028
0.11,9.090909,beta_0p11,dataset_029,0.1907192575,0.4046403712,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_029
0.11,9.090909,beta_0p11,dataset_030,0.2110435190,0.3944782405,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_030
0.11,9.090909,beta_0p11,dataset_031,0.2323976070,0.3838011965,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_031
0.11,9.090909,beta_0p11,dataset_032,0.1749298410,0.4125350795,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_032
0.11,9.090909,beta_0p11,dataset_033,0.2454756381,0.3772621810,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_033
0.11,9.090909,beta_0p11,dataset_034,0.1725092251,0.4137453875,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_034
0.11,9.090909,beta_0p11,dataset_035,0.1966449208,0.4016775396,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_035
0.11,9.090909,beta_0p11,dataset_036,0.1519630485,0.4240184758,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_036
0.11,9.090909,beta_0p11,dataset_037,0.2042124542,0.3978937729,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_037
0.11,9.090909,beta_0p11,dataset_038,0.2677388836,0.3661305582,2114,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_038
0.11,9.090909,beta_0p11,dataset_039,0.2509157509,0.3745421245,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_039
0.11,9.090909,beta_0p11,dataset_040,0.1902349148,0.4048825426,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_040
0.11,9.090909,beta_0p11,dataset_041,0.1784037559,0.4107981221,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_041
0.11,9.090909,beta_0p11,dataset_042,0.2134831461,0.3932584270,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_042
0.11,9.090909,beta_0p11,dataset_043,0.2029934518,0.3985032741,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_043
0.11,9.090909,beta_0p11,dataset_044,0.2616226071,0.3691886964,2194,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_044
0.11,9.090909,beta_0p11,dataset_045,0.1428571429,0.4285714286,2198,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_045
0.11,9.090909,beta_0p11,dataset_046,0.2600461894,0.3699769053,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_046
0.11,9.090909,beta_0p11,dataset_047,0.2763401109,0.3618299445,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_047
0.11,9.090909,beta_0p11,dataset_048,0.1479234718,0.4260382641,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_048
0.11,9.090909,beta_0p11,dataset_049,0.1994408201,0.4002795899,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_049
0.11,9.090909,beta_0p11,dataset_050,0.2434422457,0.3782788771,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_050
0.11,9.090909,beta_0p11,dataset_051,0.1996320147,0.4001839926,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_051
0.11,9.090909,beta_0p11,dataset_052,0.2506887052,0.3746556474,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_052
0.11,9.090909,beta_0p11,dataset_053,0.1523853636,0.4238073182,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_053
0.11,9.090909,beta_0p11,dataset_054,0.2504672897,0.3747663551,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_054
0.11,9.090909,beta_0p11,dataset_055,0.1694139194,0.4152930403,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_055
0.11,9.090909,beta_0p11,dataset_056,0.1891385768,0.4054307116,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_056
0.11,9.090909,beta_0p11,dataset_057,0.2433442317,0.3783278842,2141,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_057
0.11,9.090909,beta_0p11,dataset_058,0.1842592593,0.4078703704,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_058
0.11,9.090909,beta_0p11,dataset_059,0.2230014025,0.3884992987,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_059
0.11,9.090909,beta_0p11,dataset_060,0.2147525677,0.3926237162,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_060
0.11,9.090909,beta_0p11,dataset_061,0.2530667878,0.3734666061,2201,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_061
0.11,9.090909,beta_0p11,dataset_062,0.2625698324,0.3687150838,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_062
0.11,9.090909,beta_0p11,dataset_063,0.1972027972,0.4013986014,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_063
0.11,9.090909,beta_0p11,dataset_064,0.1905424200,0.4047287900,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_064
0.11,9.090909,beta_0p11,dataset_065,0.2436897659,0.3781551170,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_065
0.11,9.090909,beta_0p11,dataset_066,0.2084095064,0.3957952468,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_066
0.11,9.090909,beta_0p11,dataset_067,0.1764705882,0.4117647059,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_067
0.11,9.090909,beta_0p11,dataset_068,0.2268370607,0.3865814696,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_068
0.11,9.090909,beta_0p11,dataset_069,0.2037470726,0.3981264637,2135,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_069
0.11,9.090909,beta_0p11,dataset_070,0.2122619601,0.3938690200,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_070
0.11,9.090909,beta_0p11,dataset_071,0.2212389381,0.3893805310,2147,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_071
0.11,9.090909,beta_0p11,dataset_072,0.2432932470,0.3783533765,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_072
0.11,9.090909,beta_0p11,dataset_073,0.2167196729,0.3916401636,2201,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_073
0.11,9.090909,beta_0p11,dataset_074,0.2273361227,0.3863319386,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_074
0.11,9.090909,beta_0p11,dataset_075,0.2852519649,0.3573740176,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p11/dataset_075
